ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
FMCV,medium_airport,Ouani Airport,62,AF,KM,KM-A,Ouani,FMCV,AJN,,"44.430301666259766, -12.131699562072754"
ESNX,medium_airport,Arvidsjaur Airport,1245,EU,SE,SE-BD,Arvidsjaur,ESNX,AJR,,"19.28190040588379, 65.59030151367188"
MX-AJS,small_airport,Abreojos Airport,,NA,MX,MX-BCS,Abreojos,,AJS,,"-113.55899810791016, 26.72719955444336"
SBAR,medium_airport,Santa Maria Airport,23,SA,BR,BR-SE,Aracaju,SBAR,AJU,,"-37.0703010559, -10.984000206"
DRZA,medium_airport,Mano Dayak International Airport,1657,AF,NE,NE-1,Agadez,DRZA,AJY,,"8.000109672546387, 16.965999603271484"
ZLAK,small_airport,Ankang Wulipu Airport,860,AS,CN,CN-61,Ankang,ZLAK,AKA,,"108.931, 32.708099"
PAAK,small_airport,Atka Airport,57,NA,US,US-AK,Atka,PAAK,AKB,AKA,"-174.2059937, 52.22029877"
KAKR,medium_airport,Akron Fulton International Airport,1067,NA,US,US-OH,Akron,KAKR,AKC,AKR,"-81.4669036865, 41.0374984741"
VAAK,medium_airport,Akola Airport,999,AS,IN,IN-MM,Akola,VAAK,AKD,,"77.058601, 20.698999"
GA-AKE,small_airport,Akieni Airport,1660,AF,GA,GA-2,Akieni,FOGA,AKE,,"13.9035997391, -1.13967001438"
HLKF,medium_airport,Kufra Airport,1367,AF,LY,LY-KF,Kufra,HLKF,AKF,,"23.31399917602539, 24.178699493408203"
PG-AKG,small_airport,Anguganak Airport,937,OC,PG,PG-SAN,Anguganak,AYGU,AKG,AGK,"142.217307, -3.560504"
OEPS,medium_airport,Prince Sultan Air Base,1651,AS,SA,SA-01,,OEPS,AKH,,"47.580501556396484, 24.062700271606445"
PFAK,small_airport,Akiak Airport,30,NA,US,US-AK,Akiak,PFAK,AKI,AKI,"-161.231002808, 60.9029006958"
RJEC,medium_airport,Asahikawa Airport,721,AS,JP,JP-01,Asahikawa / HokkaidÅ,RJEC,AKJ,,"142.44700622558594, 43.670799255371094"
PAKH,small_airport,Akhiok Airport,44,NA,US,US-AK,Akhiok,PAKH,AKK,AKK,"-154.182998657, 56.9387016296"
NZAA,large_airport,Auckland International Airport,23,OC,NZ,NZ-AUK,Auckland,NZAA,AKL,,"174.792007446, -37.008098602299995"
AKM,small_airport,Zakuoma Airport,1370,AF,TD,TD-SA,ZaKouma,,AKM,,"19.8172222222, 10.8902777778"
PAKN,medium_airport,King Salmon Airport,73,NA,US,US-AK,King Salmon,PAKN,AKN,AKN,"-156.6490021, 58.67679977"
KAKO,small_airport,Colorado Plains Regional Airport,4714,NA,US,US-CO,Akron,KAKO,AKO,AKO,"-103.222000122, 40.1755981445"
PAKP,medium_airport,Anaktuvuk Pass Airport,2102,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP,AKP,"-151.7429962, 68.13359833"
ID-AKQ,small_airport,Gunung Batin Airport,99,AS,ID,ID-LA,Astraksetra-Sumatra Island,,AKQ,,"105.23200225830078, -4.61113977432251"
DNAK,medium_airport,Akure Airport,1100,AF,NG,NG-ON,Akure,DNAK,AKR,,"5.3010101318359375, 7.246739864349365"
AGGA,small_airport,Gwaunaru'u Airport,5,OC,SB,SB-ML,Auki,AGGA,AKS,,"160.682007, -8.70257"
LCRA,large_airport,RAF Akrotiri,76,EU,GB,GB-U-A,Akrotiri,LCRA,AKT,,"32.9879, 34.590401"
ZWAK,medium_airport,Aksu Airport,3816,AS,CN,CN-65,Aksu,ZWAK,AKU,,"80.291702, 41.262501"
CYKO,medium_airport,Akulivik Airport,75,NA,CA,CA-QC,Akulivik,CYKO,AKV,,"-78.14859771728516, 60.818599700927734"
OIAG,medium_airport,Aghajari Airport,88,AS,IR,IR-10,Aghajari,OIAG,AKW,,"49.6772, 30.7444"
UATT,medium_airport,Aktobe Airport,738,AS,KZ,KZ-AKT,Aktyubinsk,UATT,AKX,,"57.206699, 50.2458"
VYSW,medium_airport,Sittwe Airport,27,AS,MM,MM-16,Sittwe,VYSW,AKY,,"92.87259674072266, 20.132699966430664"
UAAA,large_airport,Almaty Airport,2234,AS,KZ,KZ-ALM,Almaty,UAAA,ALA,,"77.04049682617188, 43.35210037231445"
KALB,medium_airport,Albany International Airport,285,NA,US,US-NY,Albany,KALB,ALB,ALB,"-73.80169677734375, 42.74829864501953"
LEAL,large_airport,Alicante International Airport,142,EU,ES,ES-V,Alicante,LEAL,ALC,,"-0.5581560134887695, 38.28219985961914"
SPAR,small_airport,Alerta Airport,797,SA,PE,PE-MDD,Fortaleza,SPAR,ALD,,"-69.33300018310547, -11.682999610900879"
KE38,small_airport,Alpine Casparis Municipal Airport,4515,NA,US,US-TX,Alpine,,ALE,E38,"-103.683998108, 30.384199142499998"
ENAT,medium_airport,Alta Airport,9,EU,NO,NO-20,Alta,ENAT,ALF,,"23.371700286865, 69.976097106934"
DAAG,large_airport,Houari Boumediene Airport,82,AF,DZ,DZ-35,Algiers,DAAG,ALG,,"3.215409994125366, 36.691001892089844"
YABA,medium_airport,Albany Airport,233,OC,AU,AU-WA,Albany,YABA,ALH,,"117.80899810791016, -34.94329833984375"
KALI,medium_airport,Alice International Airport,178,NA,US,US-TX,Alice,KALI,ALI,ALI,"-98.02690124510002, 27.740900039699998"
FAAB,medium_airport,Alexander Bay Airport,98,AF,ZA,ZA-NC,Alexander Bay,FAAB,ALJ,,"16.5333, -28.575001"
LIMG,medium_airport,Villanova D'Albenga International Airport,148,EU,IT,IT-42,Albenga (SV),LIMG,ALL,SV01,"8.12743, 44.050598"
KALM,medium_airport,Alamogordo White Sands Regional Airport,4200,NA,US,US-NM,Alamogordo,KALM,ALM,ALM,"-105.990997314, 32.8399009705"
KALN,medium_airport,St Louis Regional Airport,544,NA,US,US-IL,Alton/St Louis,KALN,ALN,ALN,"-90.0459976196, 38.89030075069999"
KALO,medium_airport,Waterloo Regional Airport,873,NA,US,US-IA,Waterloo,KALO,ALO,ALO,"-92.40029907226562, 42.557098388671875"
OSAP,large_airport,Aleppo International Airport,1276,AS,SY,SY-HL,Aleppo,OSAP,ALP,,"37.22439956665039, 36.18069839477539"
SSLT,small_airport,Alegrete Novo Airport,459,SA,BR,BR-RS,Alegrete,SSLT,ALQ,SSLT,"-55.8933982849, -29.812700271599997"
NZLX,medium_airport,Alexandra Airport,752,OC,NZ,NZ-OTA,Alexandra,NZLX,ALR,,"169.3730010986328, -45.211700439453125"
KALS,medium_airport,San Luis Valley Regional Bergman Field,7539,NA,US,US-CO,Alamosa,KALS,ALS,ALS,"-105.866997, 37.434898"
BR-ALT,small_airport,Alenquer Airport,55,SA,BR,BR-PA,Alenquer,SDWQ,ALT,,"-54.7231, -1.917"
HCMA,small_airport,Alula Airport,6,AF,SO,SO-BR,Alula,HCMA,ALU,,"50.748, 11.9582"
AD-ALV,heliport,Andorra la Vella Heliport,3450,EU,AD,AD-07,Andorra La Vella,,ALV,,"1.533551, 42.511174"
KALW,medium_airport,Walla Walla Regional Airport,1194,NA,US,US-WA,Walla Walla,KALW,ALW,ALW,"-118.288002, 46.09489822"
KALX,small_airport,Thomas C Russell Field,686,NA,US,US-AL,Alexander City,KALX,ALX,ALX,"-85.9629974365, 32.914699554399995"
HEAX,medium_airport,El Nouzha Airport,-6,AF,EG,EG-ALX,Alexandria,HEAX,ALY,,"29.94890022277832, 31.183900833129883"
ALZ,seaplane_base,Alitak Seaplane Base,,NA,US,US-AK,Lazy Bay,,ALZ,ALZ,"-154.248001099, 56.8995018005"
KAMA,large_airport,Rick Husband Amarillo International Airport,3607,NA,US,US-TX,Amarillo,KAMA,AMA,AMA,"-101.706001, 35.219398"
FMNE,small_airport,Ambilobe Airport,72,AF,MG,MG-D,,FMNE,AMB,,"48.987998962402344, -13.188400268554688"
FTTN,small_airport,Am Timan Airport,1420,AF,TD,TD-SA,Am Timan,FTTN,AMC,,"20.274000167799997, 11.0340003967"
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,189,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,,"72.63469696039999, 23.0771999359"
AME,small_airport,Alto Molocue Airport,1950,AF,MZ,MZ-Q,Alto Molocue,,AME,,"37.6813888889, -15.6102777778"
AMF,small_airport,Ama Airport,145,OC,PG,PG-ESW,,AYAA,AMF,AMA,"141.67, -4.10111111111"
HAAM,medium_airport,Arba Minch Airport,3901,AF,ET,ET-SN,,HAAM,AMH,,"37.59049987792969, 6.0393900871276855"
WADA,small_airport,Selaparang Airport,52,AS,ID,ID-NB,Mataram-Lombok Island,WADA,AMI,,"116.095001221, -8.560709953309999"
SNAR,small_airport,Cirilo QueirÃ³z Airport,640,SA,BR,BR-MG,Almenara,SNAR,AMJ,SNAR,"-40.66722, -16.18389"
K00C,small_airport,Animas Air Park,6684,NA,US,US-CO,Durango,,AMK,00C,"-107.869003296, 37.203201293899994"
PA-AML,closed,Puerto Armuelles Airport,42,NA,PA,PA-4,Puerto Armuelles,,AML,,"-82.864898681641, 8.2680597305298"
OJAI,large_airport,Queen Alia International Airport,2395,AS,JO,JO-AM,Amman,OJAI,AMM,,"35.9931983948, 31.7226009369"
KAMN,small_airport,Gratiot Community Airport,754,NA,US,US-MI,Alma,KAMN,AMN,AMN,"-84.68800354, 43.322101593"
FTTU,small_airport,Mao Airport,1072,AF,TD,TD-KA,Mao,FTTU,AMO,,"15.314399719238281, 14.145600318908691"
FMSY,small_airport,Ampanihy Airport,771,AF,MG,MG-U,Ampanihy,FMSY,AMP,,"44.73419952392578, -24.69969940185547"
WAPP,medium_airport,"Pattimura Airport, Ambon",33,AS,ID,ID-MA,Ambon,WAPP,AMQ,,"128.089004517, -3.7102599144"
EHAM,large_airport,Amsterdam Airport Schiphol,-11,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,"4.76389, 52.308601"
YAMT,small_airport,Amata Airport,695,OC,AU,AU-SA,,YAMT,AMT,,"131.20700073242188, -26.108299255371094"
AMU,small_airport,Amanab Airport,1307,OC,PG,PG-SAN,Amanab,AYAM,AMU,ANA,"141.214333333, -3.586"
ULDD,medium_airport,Amderma Airport,13,AS,RU,RU-NEN,Amderma,ULDD,AMV,,"61.556400299072266, 69.76329803466797"
KAMW,small_airport,Ames Municipal Airport,956,NA,US,US-IA,Ames,KAMW,AMW,AMW,"-93.621803, 41.992001"
YAMM,small_airport,Ammaroo Airport,,OC,AU,AU-NT,,YAMM,AMX,,"135.24200439453125, -21.738300323486328"
AMY,small_airport,Ambatomainty Airport,1025,AF,MG,MG-M,,,AMY,,"45.623888888900005, -17.6866666667"
NZAR,medium_airport,Ardmore Airport,111,OC,NZ,NZ-AUK,Manurewa,NZAR,AMZ,,"174.97300720214844, -37.029701232910156"
KE-6112,small_airport,Angama Airport,6180,AF,KE,KE-700,Maasai Mara,HKOM,ANA,,"34.955513, -1.27156"
KANB,medium_airport,Anniston Regional Airport,612,NA,US,US-AL,Anniston,KANB,ANB,ANB,"-85.8581, 33.5882"
PANC,large_airport,Ted Stevens Anchorage International Airport,152,NA,US,US-AK,Anchorage,PANC,ANC,ANC,"-149.99600219726562, 61.174400329589844"
KAND,medium_airport,Anderson Regional Airport,782,NA,US,US-SC,Anderson,KAND,AND,AND,"-82.70939636230001, 34.4945983887"
LFJR,medium_airport,Angers-Loire Airport,194,EU,FR,FR-R,Angers/MarcÃ©,LFJR,ANE,,"-0.312222, 47.560299"
SCFA,medium_airport,AndrÃ©s Sabella GÃ¡lvez International Airport,455,SA,CL,CL-AN,Antofagasta,SCFA,ANF,,"-70.445099, -23.444501"
LFBU,medium_airport,AngoulÃªme-Brie-Champniers Airport,436,EU,FR,FR-T,AngoulÃªme/Brie/Champniers,LFBU,ANG,,"0.22145600616931915, 45.72919845581055"
ANH,closed,Anuha Island Resort Airport,22,OC,SB,SB-CE,Anhua Island,,ANH,,"160.225, -9.00138888889"
PANI,medium_airport,Aniak Airport,88,NA,US,US-AK,Aniak,PANI,ANI,ANI,"-159.54299926757812, 61.581600189208984"
FCBZ,small_airport,Zanaga Airport,1870,AF,CG,CG-2,Zanaga,FCBZ,ANJ,,"13.817000389099121, -2.8499999046325684"
LTAD,medium_airport,Etimesgut Air Base,2653,AS,TR,TR-06,Ankara,LTAD,ANK,,"32.6885986328, 39.949798584"
AO-0005,small_airport,Andulo Airport,,AF,AO,AO-BIE,,,ANL,,"16.710899353, -11.472299575800001"
FMNH,medium_airport,Antsirabato Airport,20,AF,MG,MG-D,,FMNH,ANM,,"50.3202018737793, -14.99940013885498"
PANT,medium_airport,Annette Island Airport,119,NA,US,US-AK,Annette,PANT,ANN,ANN,"-131.57200622558594, 55.04240036010742"
FQAG,small_airport,Angoche Airport,121,AF,MZ,MZ-N,Angoche,FQAG,ANO,,"39.94521713256836, -16.181869506835938"
KANP,small_airport,Lee Airport,34,NA,US,US-MD,Annapolis,KANP,ANP,ANP,"-76.568398, 38.942902"
KANQ,small_airport,Tri State Steuben County Airport,995,NA,US,US-IN,Angola,KANQ,ANQ,ANQ,"-85.083504, 41.639702"
EBAW,medium_airport,Antwerp International Airport (Deurne),39,EU,BE,BE-VAN,Antwerp,EBAW,ANR,,"4.46027994156, 51.1893997192"
SPHY,small_airport,Andahuaylas Airport,11300,SA,PE,PE-APU,Andahuaylas,SPHY,ANS,,"-73.35040283203125, -13.706399917602539"
TAPA,medium_airport,V.C. Bird International Airport,62,NA,AG,AG-03,St. John's,TAPA,ANU,,"-61.792702, 17.1367"
PANV,medium_airport,Anvik Airport,291,NA,US,US-AK,Anvik,PANV,ANV,ANV,"-160.190994, 62.646702"
KANW,small_airport,Ainsworth Regional Airport,2589,NA,US,US-NE,Ainsworth,KANW,ANW,ANW,"-99.992995, 42.579201"
ENAN,medium_airport,AndÃ¸ya Airport,43,EU,NO,NO-18,Andenes,ENAN,ANX,,"16.144199371338, 69.292503356934"
KANY,small_airport,Anthony Municipal Airport,1340,NA,US,US-KS,Anthony,KANY,ANY,ANY,"-98.079597, 37.158501"
ANZ,small_airport,Angus Downs Airport,1724,OC,AU,AU-NT,Angus Downs Station,,ANZ,,"132.2748, -25.0325"
AOA,closed,Aroa Airport,20,OC,PG,PG-CPM,Agevairu,,AOA,,"146.8, -9.0254"
AOB,small_airport,Annanberg Airport,130,OC,PG,PG-MPM,,,AOB,ANB,"144.635833333, -4.90416666667"
EDAC,medium_airport,Altenburg-Nobitz Airport,640,EU,DE,DE-TH,Altenburg,EDAC,AOC,,"12.506389, 50.981945"
AOD,small_airport,Abou-DeÃ¯a Airport,1592,AF,TD,TD-SA,Abou-DeÃ¯a,,AOD,,"19.2874, 11.4773"
LTBY,medium_airport,Anadolu Airport,2588,AS,TR,TR-26,EskiÅehir,LTBY,AOE,,"30.5194, 39.809898"
ZYAS,medium_airport,Anshan Air Base,,AS,CN,CN-21,Anshan,ZYAS,AOG,,"122.853996, 41.105301"
KAOH,small_airport,Lima Allen County Airport,975,NA,US,US-OH,Lima,KAOH,AOH,AOH,"-84.026703, 40.706902"
LIPY,medium_airport,Ancona Falconara Airport,49,EU,IT,IT-57,Ancona,LIPY,AOI,AN01,"13.3623, 43.616299"
RJSA,medium_airport,Aomori Airport,664,AS,JP,JP-02,Aomori,RJSA,AOJ,,"140.6909942626953, 40.73469924926758"
LGKP,medium_airport,Karpathos Airport,66,EU,GR,GR-81,Karpathos Island,LGKP,AOK,,"27.145999908447266, 35.4213981628418"
SARL,medium_airport,Paso De Los Libres Airport,230,SA,AR,AR-W,Paso de los Libres,SARL,AOL,LIB,"-57.1521, -29.6894"
OM-0002,small_airport,Adam Airport,1075,AS,OM,OM-DA,Adam,,AOM,,"57.3838888889, 22.4919444444"
KAOO,medium_airport,Altoona Blair County Airport,1503,NA,US,US-PA,Altoona,KAOO,AOO,AOO,"-78.31999969, 40.29639816"
SPAS,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,728,SA,PE,PE-LOR,Andoas,SPAS,AOP,,"-76.46659851070001, -2.79612994194"
WMKA,medium_airport,Sultan Abdul Halim Airport,15,AS,MY,MY-02,Alor Satar,WMKA,AOR,,"100.39800262451172, 6.189670085906982"
AK81,seaplane_base,Amook Bay Seaplane Base,,NA,US,US-AK,Amook Bay,AK81,AOS,AK81,"-153.815002441, 57.4715003967"
LIMW,medium_airport,Aosta Airport,1791,EU,IT,IT-23,Aosta,LIMW,AOT,AO01,"7.36872, 45.738499"
VLAP,small_airport,Attopeu Airport,344,AS,LA,LA-AT,Attopeu,VLAP,AOU,,"106.821699142, 14.814715357"
KAPA,medium_airport,Centennial Airport,5885,NA,US,US-CO,Denver,KAPA,APA,APA,"-104.848999, 39.57009888"
SLAP,small_airport,Apolo Airport,4639,SA,BO,BO-L,Apolo,SLAP,APB,,"-68.41190338134766, -14.735600471496582"
KAPC,small_airport,Napa County Airport,35,NA,US,US-CA,Napa,KAPC,APC,APC,"-122.280998, 38.2132"
SPAO,small_airport,San Juan Aposento Airport,23,SA,PE,PE-ICA,San Juan Aposento,SPAO,APE,,"-75.16709899902344, -15.353899955749512"
KAPF,medium_airport,Naples Municipal Airport,8,NA,US,US-FL,Naples,KAPF,APF,APF,"-81.7752990723, 26.1525993347"
KAPG,medium_airport,Phillips Army Air Field,57,NA,US,US-MD,Aberdeen Proving Grounds(Aberdeen),KAPG,APG,APG,"-76.1688, 39.466202"
KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,220,NA,US,US-VA,Fort A. P. Hill,KAPH,APH,APH,"-77.318298, 38.068902"
SKAP,medium_airport,Gomez Nino Apiay Air Base,1207,SA,CO,CO-MET,Apiay,SKAP,API,APY,"-73.5627, 4.07607"
NTGD,small_airport,Apataki Airport,8,OC,PF,PF-U-A,Apataki,NTGD,APK,,"-146.414993, -15.5736"
FQNP,medium_airport,Nampula Airport,1444,AF,MZ,MZ-N,Nampula,FQNP,APL,,"39.28179931640625, -15.105600357055664"
KAPN,medium_airport,Alpena County Regional Airport,690,NA,US,US-MI,Alpena,KAPN,APN,APN,"-83.56030273, 45.0780983"
SKLC,medium_airport,Antonio Roldan Betancourt Airport,46,SA,CO,CO-ANT,Carepa,SKLC,APO,APO,"-76.7164, 7.81196"
APP,small_airport,Asapa Airport,1930,OC,PG,PG-NPP,,,APP,APA,"148.103611111, -8.97916666667"
SNAL,small_airport,Arapiraca Airport,886,SA,BR,BR-AL,Arapiraca,SNAL,APQ,SNAL,"-36.62919998168945, -9.775360107421875"
APR,small_airport,April River Airport,220,OC,PG,PG-ESW,April River,AYPE,APR,APR,"142.540138889, -4.67666666667"
SWNS,small_airport,AnÃ¡polis Airport,3648,SA,BR,BR-GO,AnÃ¡polis,SWNS,APS,SWNS,"-48.9271011353, -16.3623008728"
KAPT,small_airport,Marion County Brown Field,641,NA,US,US-TN,Jasper,KAPT,APT,APT,"-85.585297, 35.060699"
SSAP,small_airport,Captain JoÃ£o Busse Airport,2641,SA,BR,BR-PR,Apucarana,SSAP,APU,SSAP,"-51.384499, -23.609501"
KAPV,small_airport,Apple Valley Airport,3062,NA,US,US-CA,Apple Valley,KAPV,APV,APV,"-117.185997009, 34.575298309299995"
NSFA,medium_airport,Faleolo International Airport,58,OC,WS,WS-AA,Apia,NSFA,APW,,"-172.00799560546875, -13.829999923706055"
SSOG,small_airport,Arapongas Airport,2599,SA,BR,BR-PR,Arapongas,SSOG,APX,SSOG,"-51.491699, -23.3529"
SNAI,small_airport,Alto ParnaÃ­ba Airport,968,SA,BR,BR-MA,Alto ParnaÃ­ba,SNAI,APY,,"-45.950557708740234, -9.083610534667969"
SAHZ,medium_airport,Zapala Airport,3330,SA,AR,AR-Q,Zapala,SAHZ,APZ,ZAP,"-70.113602, -38.975498"
SBAQ,medium_airport,Araraquara Airport,2334,SA,BR,BR-SP,Araraquara,SBAQ,AQA,,"-48.1329994202, -21.812000274699997"
MGQC,small_airport,Santa Cruz del Quiche Airport,6631,NA,GT,GT-QC,Santa Cruz del Quiche,MGQC,AQB,,"-91.15059661865234, 15.012200355529785"
ZSAQ,medium_airport,Anqing Tianzhushan Airport,,AS,CN,CN-34,Anqing,ZSAQ,AQG,,"117.050003, 30.582199"
OEPA,medium_airport,Al Qaisumah/Hafr Al Batin Airport,1174,AS,SA,SA-04,Qaisumah,OEPA,AQI,,"46.125099, 28.335199"
OJAQ,medium_airport,Aqaba King Hussein International Airport,175,AS,JO,JO-AQ,Aqaba,OJAQ,AQJ,,"35.01810073852539, 29.611600875854492"
SWNI,small_airport,Nova Vida Airport,410,SA,BR,BR-RO,Ariquemes,SWNI,AQM,,"-62.825557708740234, -10.178055763244629"
SPQU,medium_airport,RodrÃ­guez BallÃ³n International Airport,8405,SA,PE,PE-ARE,Arequipa,SPQU,AQP,,"-71.5830993652, -16.3411006927"
NFBG,closed,Biaugunu Airport,32,OC,FJ,FJ-N,"Saqani, Cakaudrove",NFBG,AQS,,"179.740104675, -16.4493799329"
AQY,small_airport,Girdwood Airport,150,NA,US,US-AK,Girdwood,,AQY,AQY,"-149.126007, 60.966099"
KARA,medium_airport,Acadiana Regional Airport,24,NA,US,US-LA,New Iberia,KARA,ARA,ARA,"-91.883904, 30.0378"
KARB,small_airport,Ann Arbor Municipal Airport,839,NA,US,US-MI,Ann Arbor,KARB,ARB,ARB,"-83.74559783939999, 42.2229995728"
PARC,medium_airport,Arctic Village Airport,2092,NA,US,US-AK,Arctic Village,PARC,ARC,ARC,"-145.578995, 68.1147"
WATM,small_airport,Mali Airport,10,AS,ID,ID-NT,Alor Island,WATM,ARD,,"124.59700012207031, -8.132340431213379"
TJAB,medium_airport,Antonio Nery Juarbe Pol Airport,23,NA,PR,PR-U-A,Arecibo,TJAB,ARE,ABO,"-66.6753005981, 18.4500007629"
SK-471,small_airport,Acaricuara Airport,587,SA,CO,CO-VAU,Acaricuara,,ARF,ARF,"-70.133333, 0.533333"
KARG,small_airport,Walnut Ridge Regional Airport,279,NA,US,US-AR,Walnut Ridge,KARG,ARG,ARG,"-90.925111, 36.124667"
ULAA,medium_airport,Talagi Airport,62,EU,RU,RU-ARK,Archangelsk,ULAA,ARH,,"40.71670150756836, 64.60030364990234"
SCAR,medium_airport,Chacalluta Airport,167,SA,CL,CL-AP,Arica,SCAR,ARI,,"-70.338699, -18.348499"
WAJA,small_airport,Arso Airport,208,AS,ID,ID-PA,Arso-Papua Island,WAJA,ARJ,,"140.78334045410156, -2.933332920074463"
HTAR,medium_airport,Arusha Airport,4550,AF,TZ,TZ-01,Arusha,HTAR,ARK,,"36.63330078125, -3.3677899837493896"
DFER,small_airport,Arly Airport,761,AF,BF,BF-TAP,Arly,DFER,ARL,,"1.4830000400543213, 11.597000122070312"
YARM,medium_airport,Armidale Airport,3556,OC,AU,AU-NSW,Armidale,YARM,ARM,,"151.617004395, -30.528099060099997"
ESSA,large_airport,Stockholm-Arlanda Airport,137,EU,SE,SE-AB,Stockholm,ESSA,ARN,,"17.918600082397, 59.651901245117"
SK-005,small_airport,Arboletes Airport,13,SA,CO,CO-ANT,Arboletes,,ARO,ARO,"-76.4244, 8.85705"
ARP,small_airport,Aragip Airport,1750,OC,PG,PG-MBA,,,ARP,AGP,"149.483333333, -9.88333333333"
CO-ARQ,small_airport,El Troncal Airport,512,SA,CO,CO-ARA,Arauquita,SKAT,ARQ,,"-71.388901, 7.02106"
SAVR,small_airport,D. Casimiro Szlapelis Airport,2286,SA,AR,AR-U,Alto Rio Senguerr,SAVR,ARR,ARS,"-70.812202, -45.013599"
SJVO,small_airport,AragarÃ§as Airport,1061,SA,BR,BR-GO,AragarÃ§as,SJVO,ARS,,"-52.2411, -15.8994"
KART,medium_airport,Watertown International Airport,325,NA,US,US-NY,Watertown,KART,ART,ART,"-76.02169799804688, 43.99190139770508"
SBAU,medium_airport,AraÃ§atuba Airport,1361,SA,BR,BR-SP,AraÃ§atuba,SBAU,ARU,,"-50.4247016907, -21.1413002014"
KARV,small_airport,Lakeland-Noble F. Lee Memorial field,1629,NA,US,US-WI,Minocqua-Woodruff,KARV,ARV,ARV,"-89.73090363, 45.92789841"
LRAR,medium_airport,Arad International Airport,352,EU,RO,RO-AR,Arad,LRAR,ARW,,"21.261999130249023, 46.17660140991211"
ARX,closed,Asbury Park Neptune Air Terminal,95,NA,US,US-NJ,Asbury Park,,ARX,,"-74.0908333333, 40.2193055556"
SBAC,medium_airport,Aracati Airport,128,SA,BR,BR-CE,Aracati,SBAC,ARX,,"-37.804722, -4.568611"
YARA,medium_airport,Ararat Airport,1008,OC,AU,AU-VIC,,YARA,ARY,,"142.98899841308594, -37.30939865112305"
FNZE,small_airport,N'zeto Airport,69,AF,AO,AO-ZAI,N'zeto,FNZE,ARZ,,"12.863100051879883, -7.259439945220947"
HHSB,medium_airport,Assab International Airport,46,AF,ER,ER-DK,Asab,HHSB,ASA,,"42.64500045776367, 13.071800231933594"
UTAA,large_airport,Ashgabat International Airport,692,AS,TM,TM-A,Ashgabat,UTAA,ASB,,"58.361, 37.986801"
SLAS,small_airport,AscenciÃ³n De Guarayos Airport,807,SA,BO,BO-S,AscensiÃ³n de Guarayos,SLAS,ASC,,"-63.156700134277344, -15.930299758911133"
MYAF,medium_airport,Andros Town Airport,5,NA,BS,BS-NB,,MYAF,ASD,,"-77.79560089111328, 24.697900772094727"
KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,7820,NA,US,US-CO,Aspen,KASE,ASE,ASE,"-106.8690033, 39.22320175"
URWA,medium_airport,Astrakhan Airport,-65,EU,RU,RU-AST,Astrakhan,URWA,ASF,,"48.0063018799, 46.2832984924"
NZAS,small_airport,Ashburton Aerodrome,302,OC,NZ,NZ-CAN,,NZAS,ASG,,"171.7969970703125, -43.90330123901367"
KASH,small_airport,Boire Field,199,NA,US,US-NH,Nashua,KASH,ASH,ASH,"-71.51480102539999, 42.7817001343"
FHAW,medium_airport,RAF Ascension Island,278,AF,SH,SH-AC,Ascension Island,FHAW,ASI,,"-14.3937, -7.9696"
RJKA,medium_airport,Amami Airport,27,AS,JP,JP-46,Amami,RJKA,ASJ,,"129.71299743652344, 28.430599212646484"
DIYO,medium_airport,Yamoussoukro Airport,699,AF,CI,CI-07,Yamoussoukro,DIYO,ASK,,"-5.36558008194, 6.9031701088"
KASL,small_airport,Harrison County Airport,357,NA,US,US-TX,Marshall,KASL,ASL,ASL,"-94.307800293, 32.5205001831"
HHAS,medium_airport,Asmara International Airport,7661,AF,ER,ER-SK,Asmara,HHAS,ASM,,"38.910701751708984, 15.291899681091309"
KASN,small_airport,Talladega Municipal Airport,529,NA,US,US-AL,Talladega,KASN,ASN,ASN,"-86.05090332030001, 33.569900512699995"
HASO,medium_airport,Asosa Airport,5100,AF,ET,ET-BE,Asosa,HASO,ASO,,"34.586299896240234, 10.018500328063965"
YBAS,medium_airport,Alice Springs Airport,1789,OC,AU,AU-NT,Alice Springs,YBAS,ASP,,"133.90199279785156, -23.806699752807617"
K9U3,small_airport,Austin Airport,5730,NA,US,US-NV,Austin,KTMT,ASQ,TMT,"-117.195, 39.467998"
LTAU,medium_airport,Kayseri Erkilet Airport,3463,AS,TR,TR-38,Kayseri,LTAU,ASR,,"35.4953994751, 38.770401001"
FACC,small_airport,Arathusa Safari Lodge Airport,1289,AF,ZA,ZA-NP,Arathusa,FAAR,ASS,,"31.522499, -24.744165"
KAST,medium_airport,Astoria Regional Airport,15,NA,US,US-OR,Astoria,KAST,AST,AST,"-123.878997803, 46.158000946"
SGAS,medium_airport,Silvio Pettirossi International Airport,292,SA,PY,PY-11,AsunciÃ³n,SGAS,ASU,,"-57.52000045776367, -25.239999771118164"
HKAM,medium_airport,Amboseli Airport,3755,AF,KE,KE-700,Amboseli National Park,HKAM,ASV,,"37.25310134887695, -2.645050048828125"
